RM,unit,Branch, December , 12th jan , 19th jan , 26th jan , January , WK1 FEB , WK1 FEB2 , WK1 FEB3 , WK1 FEB4 , WK1 mar 
RM 1,Branch Banking,Milimani,28567,28567,28567,28567,27967,27967,27967,27967,27367,27367
RM 5,Corporate Banking,Milimani,2136,2136,2136,2136,1536,1536,1536,1536,936,936
RM 8,Corporate Sales,Milimani,    ,    ,    ,    ,    ,253460,213394,193328,92302,92302
RM 1,Branch Banking,Milimani,5517649,5517649,5517649,5517649,5517649,5517649,5517649,5517649,5626355,5626355
RM 2,Branch Banking,Mombasa,4032,4032,4032,6032,6032,6032,6032,6032,6032,6032
RM 2,Branch Banking,Mombasa,4032,4032,4032,6032,6032,6032,6032,6032,6032,6032
RM 2,Branch Banking,Mombasa,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007
RM 2,Branch Banking,Mombasa,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011
RM 13,Branch Banking,Industrial Area,    ,    ,548,548,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,30550,33186,33186,33186,32586,32586,32586,32586,31986,31986
RM 5,Corporate Banking,Milimani,2903,25389,10757,7691,945,79,50140,23008,22648,7516
RM 7,Corporate Sales,Milimani,17891,59988,63488,27483,81983,7578,7578,7578,21578,20823
RM 5,Corporate Banking,Milimani,    ,1,1,1,    ,27271,5,5,    ,    
RM 5,Corporate Banking,Milimani,16,16,16,16,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,258,258,258,78,27528,462,462,102,102
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,538,538,538,538,538,538,538,538,538,538
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,6,6,6,6,6,6,6,6,6,6
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,4,4,4,4,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,10727312,10736797,10860099,10860099,10859481,10821544,10755154,10812060,10811447,10858865
RM 8,Corporate Sales,Milimani,    ,148971,202071,553,207495,182455,215743,    ,    ,    
RM 6,Institutional Banking,Milimani,64667,64667,64667,64667,64067,64067,64067,64067,63467,63467
RM 5,Corporate Banking,Milimani,669994,669994,227099,257075,256475,1476568,2332068,164206,163606,431182
RM 7,Corporate Sales,Milimani,85883,37294,37294,37294,27694,1000,8488,8488,7888,1000
RM 13,Branch Banking,Industrial Area,102909,102909,102909,202909,202309,202309,202309,202309,201709,201709
RM 13,Branch Banking,Industrial Area,102909,102909,102909,202909,202309,202309,202309,202309,201709,11824709
RM 13,Branch Banking,Industrial Area,102909,102909,102909,202909,202309,202309,202309,202309,201709,201709
RM 5,Corporate Banking,Milimani,30000000,30000000,30000000,30000000,30000000,30000000,30000000,30000000,30000000,30000000
RM 5,Corporate Banking,Milimani,116869,132369,132369,147369,152369,167369,167369,167869,172869,194069
RM 2,Branch Banking,Mombasa,17856,54374,59510,59410,59410,55044,78528,76100,76100,76100
RM 2,Branch Banking,Mombasa,14550,4234,4234,5094,5094,28,28,5028,1030,7964
RM 13,Branch Banking,Industrial Area,2506,3506,3506,3506,3506,4006,4056,4056,4056,4556
RM 9,Corporate Banking,Milimani,551426,601426,581426,576426,535826,490726,490726,3209239,3223477,4059387
RM 1,Branch Banking,Milimani,193040,193040,193040,193040,192440,192440,192440,192440,191840,191840
RM 2,Branch Banking,Mombasa,1448168,1448168,1448168,1448168,1449548,1449548,1449548,1449548,1450931,1450931
RM 5,Corporate Banking,Milimani,34408,28908,20008,33258,27058,22658,12558,22558,22258,21158
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,3304,372,    ,    ,    ,24697,4203,985,19
RM 1,Branch Banking,Milimani,320,500,500,588,408,25455,500,500,140,140
RM 1,Branch Banking,Milimani,2039,2039,2039,2039,2039,2039,2039,2039,2039,2039
RM 1,Branch Banking,Milimani,504781,504781,504781,4781,4781,4781,4781,4781,4781,4781
RM 1,Branch Banking,Milimani,100956,100956,100956,100956,100956,100956,100956,100956,100956,100956
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
RM 3,Branch Banking,Eldoret,180511,179511,179511,178511,178511,178511,178511,178511,178511,178511
RM 6,Institutional Banking,Milimani,235468,235468,209468,169468,168868,72868,72868,72868,72268,58268
RM 6,Institutional Banking,Milimani,4231,4231,4231,4231,3631,3631,3631,3631,3031,3031
RM 1,Branch Banking,Milimani,1423,7726,2137,38467,3922,107723,61589,90199,60464,28608
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,584,584,591,591,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,20074037,20074037,20074037,20074037,20074037,20074037,20074037,20074037,20074037,20074037
RM 3,Branch Banking,Eldoret,75,75,75,75,75,75,75,75,75,75
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,429658,429658,429658,429658,429658,429658,429658,429658,429658,429658
STAFF,Staff,Milimani,14743,3601,3101,369192,10763,3063,1063,377755,5000,1000
RM 5,Corporate Banking,Milimani,    ,6,6,6,    ,14026,10,10,    ,    
RM 8,Corporate Sales,Milimani,456,101524,127528,31198,3132,0,0,28602,1436,24436
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,3395,3395,3395,3395,2795,2795,2795,2795,2195,2195
RM 5,Corporate Banking,Milimani,479419,555419,680419,821419,850555,1185555,4570555,8207955,8727135,9876685
RM 5,Corporate Banking,Milimani,739,739,739,739,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,5066055,5066055,5066055,5066055,5066055,5066055,5066055,5066055,5066055,5066055
RM 1,Branch Banking,Milimani,    ,6296,1998,366,    ,    ,5540,3542,784,218
RM 3,Branch Banking,Eldoret,    ,208,    ,    ,    ,30,30,30,    ,52
RM 1,Branch Banking,Milimani,    ,59,59,59,    ,    ,45,45,    ,    
RM 2,Branch Banking,Mombasa,370,370,370,370,370,370,370,370,370,370
RM 5,Corporate Banking,Milimani,14600,9468,8402,7336,7336,5272,4140,3574,2942,1844
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,17196702,13752433,6853048,6853048,5501679,4805168,4805168,4805168,4804568,4804568
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,86564,1790,1796639,938350,95162,137790,837359,81455,16109,205
RM 2,Branch Banking,Mombasa,4375381,2242189,2238331,2238331,2236742,34313,34263,34306,32725,3151736
RM 1,Branch Banking,Milimani,2228995,2229492,2235954,2235954,2234736,2232750,2229274,2232253,2231040,2233520
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,15096433,14951440,14994032,15482469,15486487,15345603,15756802,15667997,15689874,15618081
RM 1,Branch Banking,Milimani,5888,5888,5888,5888,26139,28181,1073,1073,1073,1073
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506
RM 5,Corporate Banking,Milimani,2757926,2757926,2757926,2757926,2757926,2757926,2757926,2757926,2757926,2757926
RM 6,Institutional Banking,Eldoret,743,743,43,43,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,517,517,15517,711,711,711,501,501,501,501
RM 3,Branch Banking,Eldoret,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003
RM 3,Branch Banking,Eldoret,499,499,499,499,319,319,319,319,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,37,37
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,100502,100502,130502,130502,130502,134502,134502,134502,134502,140502
RM 3,Branch Banking,Eldoret,266616,267793,270342,269301,266739,267209,265793,267278,263656,262576
RM 6,Institutional Banking,Eldoret,201,201,201,201,201,201,201,201,201,201
RM 1,Branch Banking,Milimani,15149,15159,15289,15289,15289,15249,15179,15239,15239,15289
RM 6,Institutional Banking,Milimani,4,4,4,4,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,2735,2735,1569,1569,609,609,609,609,    ,    
RM 6,Institutional Banking,Milimani,563253,594093,594093,627539,693249,531649,531649,564069,573969,518469
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,21083,4135,1135,13123,8623,5400,2577,20377,170,20
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,2077,2077,2077,2077,2077,2077,2077,2077,2077,2077
RM 3,Branch Banking,Eldoret,391,391,391,391,211,211,211,211,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,4676,4676,4676,4676,4076,4076,4076,4076,3476,3476
RM 7,Corporate Sales,Milimani,80552,80552,80552,80552,79952,79952,79952,79952,79352,79352
RM 13,Branch Banking,Industrial Area,3801003,3801003,3801003,3801003,3801003,3801003,3801003,3801003,3801003,3801003
RM 13,Branch Banking,Industrial Area,3748,5148,3146,6143,6143,7643,3641,9138,9138,5136
RM 6,Institutional Banking,Milimani,0,0,0,0,0,0,0,0,0,0
RM 2,Branch Banking,Mombasa,76141,76141,76141,76141,76141,76141,76141,76141,76141,76141
RM 3,Branch Banking,Eldoret,1165,1165,1165,1165,1165,1165,163,163,    ,1235
RM 5,Corporate Banking,Milimani,    ,4,4,4,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,144,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,474,474,474,474,294,294,294,294,    ,    
RM 2,Branch Banking,Mombasa,541,541,541,541,541,541,541,541,541,541
RM 8,Corporate Sales,Milimani,4994,4994,4994,4994,4394,2524,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,4558,555,555,555,555,430,430,430,70,70
RM 1,Branch Banking,Milimani,9505,9510,9575,9575,9575,9555,9520,9550,9550,9575
RM 6,Institutional Banking,Milimani,11997840,11997840,11997840,11997840,11997240,11997240,11997240,11997240,11996640,11996640
RM 1,Branch Banking,Milimani,6595,6595,6595,6595,5995,5995,5995,5995,5395,5395
RM 1,Branch Banking,Milimani,536,536,536,536,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,1251139,1192916,1192916,1192916,1192316,1209816,1209816,1209816,1333656,1344466
RM 5,Corporate Banking,Milimani,583314,332714,332714,332714,332114,31514,31514,31514,30914,30914
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,3598320,3598320,3598320,3598320,3455220,3455220,3455220,3455220,3454620,2959160
RM 1,Branch Banking,Milimani,216369,453,17317,33629,185612,61539,109773,25,109459,163530
RM 1,Branch Banking,Milimani,    ,500,500,754,574,8589,574,574,574,574
RM 1,Branch Banking,Milimani,320,500,500,500,560,29575,560,560,560,560
RM 1,Branch Banking,Milimani,48028,14880,14880,1386,1186,1186,1186,1186,1186,35036
RM 3,Branch Banking,Eldoret,2814,814,25814,10814,20854,13854,45354,24354,9238,1238
RM 13,Branch Banking,Industrial Area,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475
RM 13,Branch Banking,Industrial Area,113,113,113,113,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,    ,324330,314150,    ,    ,    
RM 8,Corporate Sales,Milimani,10631,4583,1245,179,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,125410,2911410,1194395,2254395,2253422,3539422,    ,    ,    ,    
RM 1,Branch Banking,Milimani,6371,1305,1305,1305,1305,1305,1305,1305,1305,1305
RM 1,Branch Banking,Milimani,165214,50201,290196,240194,220191,35184,35184,15179,15179,85171
RM 1,Branch Banking,Milimani,    ,16828,    ,    ,    ,15766,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,21,21,21,21,21,159,159,159,159,159
RM 3,Branch Banking,Eldoret,1305,251305,100835,100835,25010235,18092235,17492235,17532235,17681371,18911371
RM 3,Branch Banking,Eldoret,498,498,498,498,318,318,318,318,    ,    
RM 13,Branch Banking,Industrial Area,77100,6540,3748,50824,    ,1681,2385,5915,2229,75086
RM 13,Branch Banking,Industrial Area,451,495683,12167,179501,229482,904902,30492,221082,160783,538352
RM 2,Branch Banking,Mombasa,706364,506847,477901,471536,583442,416285,440433,205399,232092,210998
RM 2,Branch Banking,Mombasa,8197648,9100488,9244203,11455467,11357062,8057277,6486009,5076915,2826513,1898238
RM 8,Corporate Sales,Milimani,3303,3303,3303,3303,3303,3303,3303,3303,3303,3303
RM 8,Corporate Sales,Milimani,2014815,2651805,2726205,1647732,2307998,2511850,2326043,2472742,2531383,1233607
RM 6,Institutional Banking,Milimani,772938,957532,751650,791337,1188379,735857,680136,1135805,612222,709504
RM 6,Institutional Banking,Milimani,490,490,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,3086369,3086369,3086369,3086369,3085409,3085409,3085409,3151504,3151095,3151095
RM 6,Institutional Banking,Milimani,50398093,50131893,50081827,50081827,50031761,50031761,50031761,50030561,50030561,50030561
RM 1,Branch Banking,Milimani,519,519,519,519,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,823,823,823,823,823,10823,10823,10823,10823,10823
RM 1,Branch Banking,Milimani,25710,18645,234,20572,51149,1951,1951,1951,1951,1951
RM 1,Branch Banking,Milimani,50000000,50000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
RM 2,Branch Banking,Mombasa,9881,17480,11774,84812,    ,11011,2369,3181,925,18040
RM 6,Institutional Banking,Milimani,87713264,87770997,87770997,87770997,87770397,87768897,87768897,87768897,87768297,87768297
RM 6,Institutional Banking,Milimani,    ,    ,25440,1000,1000,1000,1000,1000,1000,1000
RM 6,Institutional Banking,Milimani,2393,3328,3328,3328,2728,5067,5067,67,    ,2107
RM 1,Branch Banking,Milimani,544013,303218,303218,303218,59987,245880,245880,245880,245280,506569
RM 8,Corporate Sales,Milimani,7445,7445,7445,7445,6845,6845,6845,6845,6245,6245
RM 2,Branch Banking,Mombasa,340669,896108,1322902,2687184,573284,2808200,2830200,2830200,2830200,2830200
RM 1,Branch Banking,Milimani,42440,42460,42720,42720,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,    ,7739,11009,2549,    ,    ,8025,    ,4253,2987
RM 13,Branch Banking,Industrial Area,995,995,995,995,993,993,993,993,993,993
RM 3,Branch Banking,Eldoret,500,2350,2850,2850,6800,1708,1042,106,    ,    
RM 3,Branch Banking,Eldoret,318,815,815,815,635,1133,1133,1133,1133,1510
RM 3,Branch Banking,Eldoret,398,1498,1523,3623,4523,5023,5023,20,20,20
RM 1,Branch Banking,Milimani,493,118093,46493,1493,417,88992,30192,192,    ,175539
RM 13,Branch Banking,Industrial Area,5906,273,273,273,    ,    ,    ,    ,    ,521
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 9,Corporate Banking,Milimani,21642,21642,21642,21642,21042,21042,21042,21042,20442,20442
RM 9,Corporate Banking,Milimani,103274,718551,2453,292232,11621,1909434,308560,349625,2120988,380048
RM 6,Institutional Banking,Milimani,15920,26920,27920,31920,32920,35920,37920,40420,42420,47320
RM 2,Branch Banking,Mombasa,1608429,2154867,1405810,873278,178535,382419,81819,1816,1816,1816
RM 2,Branch Banking,Mombasa,154713,654713,654713,654713,654713,655713,655713,655713,655713,755713
RM 2,Branch Banking,Mombasa,500,500,500,500,500,500,500,500,500,500
RM 1,Branch Banking,Milimani,2802,2802,2802,2802,2802,65734,25602,4404,4404,272
RM 6,Institutional Banking,Milimani,6000000,6000000,6000000,6043315,6043315,6043315,6043315,6043315,6086943,6086943
RM 8,Corporate Sales,Milimani,4040,4040,4040,4040,3440,1940,1940,1940,1340,1340
RM 8,Corporate Sales,Milimani,4040,4040,4040,4040,3440,1940,1940,1940,1340,1564
RM 6,Institutional Banking,Milimani,7459823,502455,502455,611721,500989,4838444,660204,2760204,576498,576498
RM 6,Institutional Banking,Milimani,20000000,20000000,20000000,20000000,20000000,20000000,20000000,20000000,    ,    
RM 6,Institutional Banking,Milimani,4090207,4090207,4090207,4090207,4090207,4090207,4090207,4150215,4150215,4150215
RM 6,Institutional Banking,Milimani,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000,4000000
RM 5,Corporate Banking,Milimani,9040,690520,690520,690520,689920,689920,689920,689920,89320,89320
RM 13,Branch Banking,Industrial Area,73288,73288,73288,73288,73288,73288,73288,73288,73288,73288
RM 1,Branch Banking,Milimani,37286,6956,484007,313479,239149,152555,83159,62961,25631,49971
RM 3,Branch Banking,Eldoret,2820,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,598,598,598,598,598,598,598,598,598,598
RM 13,Branch Banking,Industrial Area,400,8306,1608,46,    ,9140,85,85,    ,    
RM 3,Branch Banking,Eldoret,2486375,4286375,4286375,5786375,5785775,4514095,4510102,4510102,4509502,4909502
RM 2,Branch Banking,Mombasa,    ,12000,12000,12000,12000,108000,208000,355000,355000,355000
RM 13,Branch Banking,Industrial Area,    ,5000,69728,64662,64662,75873,70807,65741,65741,81401
RM 7,Corporate Sales,Milimani,    ,1000,3000,3000,3000,3000,3000,3000,3000,3000
RM 5,Corporate Banking,Milimani,    ,224,224,224,44,50044,7980,3282,    ,    
RM 2,Branch Banking,Mombasa,    ,201,204,204,204,203,311,312,312,314
RM 6,Institutional Banking,Milimani,    ,7000000,7000000,12850000,12850000,12850000,17050000,17050000,19250000,19250000
RM 6,Institutional Banking,Milimani,    ,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000,3000000
RM 9,Corporate Banking,Milimani,    ,10993853,17993853,20993853,20992893,20992893,20992893,20992893,20992293,20992293
RM 5,Corporate Banking,Milimani,    ,6631330,1450564,23198,    ,1832397,562848,986805,265410,5194
RM 2,Branch Banking,Mombasa,    ,897505,2197505,2197505,2196905,2496905,2496905,2496905,2746305,3046305
RM 7,Corporate Sales,Milimani,    ,9040,9040,9040,8080,6580,6580,6580,5980,5980
RM 5,Corporate Banking,Milimani,    ,    ,700000,700000,699820,1829818,19218,19218,19218,19218
RM 13,Branch Banking,Industrial Area,    ,    ,999,8433,33433,43433,31451,31451,31451,14368
RM 13,Branch Banking,Industrial Area,    ,    ,4820,4820,338,338,338,572,146,146
RM 3,Branch Banking,Eldoret,    ,    ,200,200,200,1203,1203,1203,1203,1203
RM 1,Branch Banking,Milimani,    ,    ,75800,75800,74582,74424,74148,70598,337385,338571
RM 2,Branch Banking,Mombasa,    ,    ,    ,473,293,293,293,293,    ,    
RM 2,Branch Banking,Mombasa,    ,    ,    ,473,293,293,293,293,    ,    
RM 1,Branch Banking,Milimani,    ,    ,    ,1000,1000,114000,205500,15498,58998,150998
RM 6,Institutional Banking,Milimani,    ,    ,    ,7700000,7700000,7700000,7700000,7700000,7700000,7700000
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,150328,404,453178,162716,1945806,506090
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,56260,128,100128,100128,99256,190
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,83248,81553,81213,81505,80291,80532
RM 8,Corporate Sales,Milimani,    ,    ,    ,    ,4400,2900,2900,2900,1700,1700
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,998,998,2,2,2
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,19998,15308,6078,1348,32
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,500,500,500,3500,3500
